11.261,12.816,12.509,12.226,8.3534,7.3347,8.4595,18.092,10.268,5.8804,17.469,18.532,16.787,16.281,12.787,7.6545,15.489,12.752,11.396,16.107,15.574,9.3081,9.8024,5.6848,7.9473,15.099,7.0241,5.0229,17.595,9.6157,15.844,13.52
11.727,13.253,13.616,14.204,6.9449,6.6045,7.7059,18.872,9.4752,4.8936,13.225,14.693,14.709,16.971,14.286,7.1295,13.587,13.35,13.388,14.167,11.132,8.4099,10.279,5.5975,7.5372,12.891,6.4237,4.6181,14.849,8.7941,14.576,14.253
13.799,17.565,20.232,16.153,8.3706,9.6827,10.283,19.948,10.367,6.8156,19.31,20.031,17.934,19.068,15.901,9.1592,17.856,14.836,19.87,20.091,13.167,9.2871,16.612,7.7281,8.7912,18.482,8.594,6.3349,23.049,13.121,22.467,18.898
12.856,16.259,18.283,20.153,10.865,10.861,11.605,28.583,11.282,5.8658,23.166,17.621,17.606,17.402,15.748,8.318,20.719,17.715,12.733,18.669,16.93,10.997,12.327,6.1272,10.326,20.614,7.1279,5.7727,24.508,10.508,20.129,16.405
14.628,16.592,18.721,22.133,10.271,8.2353,10.566,23.375,9.8311,6.396,19.939,16.449,13.961,13.691,13.756,8.6169,19.45,14.295,15.626,20.36,16.494,9.9723,14.953,7.8194,10.121,17.937,8.1152,7.7045,25.39,11.315,22.147,17.584
11.563,13.377,14.876,19.007,9.9463,9.2054,9.9934,21.805,11.7,6.5059,16.01,18.833,17.125,16.673,17.635,8.4593,15.491,13.926,16.969,18.703,14.818,10.275,13.925,7.3631,8.5597,15.562,7.5095,6.0962,17.644,11.583,20.138,19.605
15.876,20.164,22.266,23.092,10.085,9.4737,12.325,31.172,12.656,7.0246,23.222,20.167,15.811,15.147,14.896,7.7709,20.614,16.684,20.492,21.84,15.127,10.528,16.103,6.8018,10.29,19.259,8.62,6.1795,27.547,12.214,24.484,18.928
13.749,15.19,16.652,17.66,10.649,9.1485,11.886,23.138,12.908,7.5318,17.918,22.284,17.453,16.251,16.974,9.6041,16.581,14.405,15.012,17.907,16.292,10.142,14.429,6.9908,9.5954,17.01,9.7261,7.1961,21.045,15.2,23.781,24.115
17.059,18.879,19.655,24.912,12.59,10.363,11.392,25.871,15.579,10.382,24.606,27.33,22.651,20.37,20.56,12.844,25.729,20.905,25.998,32.129,18.854,13.53,21.664,9.3091,13.991,18.247,11.809,9.3387,24.283,15.117,27.463,27.304
15.888,19.686,22.384,21.752,13.704,11.217,11.263,25.427,13.027,8.0055,21.966,20.643,18.857,18.649,16.557,10.215,28.133,24.069,33.731,32.118,18.287,12.821,25.604,39.64,11.12,23.081,10.116,7.7339,23.992,10.676,22.308,18.4
12.313,16.122,17.806,15.214,8.8745,9.3712,9.2782,24.169,11.019,6.4047,19.652,17.538,17.25,18.201,18.055,9.0781,24.799,21.321,32.894,30.236,16.885,12.225,24.45,8.0347,10.092,21.816,8.6203,5.6726,24.396,10.261,24.194,20.766
10.796,11.609,13.946,14.492,7.8102,6.7208,7.9529,21.587,8.3117,5.4337,12.13,11.817,14.258,13.024,11.771,6.7953,12.4,12.019,11.381,12.705,13.093,10.325,9.8209,6.7358,6.5257,15.374,6.3123,4.7804,14.636,8.1261,15.75,15.067
9.8439,10.248,10.767,12.192,6.7605,6.2811,6.3195,20.679,8.8503,5.5995,11.657,15.594,16.386,14.126,12.439,7.5317,10.84,10.065,10.532,11.38,10.947,7.3938,9.4884,6.303,6.0003,13.178,7.6048,5.3103,12.871,11.317,15.395,15.621
10.841,11.922,12.935,13.199,8.3146,6.9919,7.8459,22.85,10.761,6.9612,14.677,17,18.217,13.984,13.308,9.0758,10.965,10.724,11.673,14.726,12.95,10.057,12.088,7.2155,8.5947,15.683,7.9694,6.3499,13.339,12.489,14.717,15.372
10.746,10.908,12.02,11.43,6.0459,6.6194,7.3385,22.252,7.9668,5.7748,12.281,12.719,13.409,12.661,12.228,6.4789,13.362,10.559,11.244,12.457,13.009,7.8756,10.267,6.4985,7.3454,15.159,7.6009,5.2259,14.294,10.946,14.276,14.182
12.479,13.73,15.859,15.652,9.0192,9.1573,9.8785,31.448,11.822,5.4332,19.25,19.366,17.065,18.66,16.475,7.3176,17.712,16.376,13.348,17.077,15.209,10.097,11.834,6.5504,8.9653,19.323,6.5387,4.969,21.845,11.873,21.202,19.827
12.628,14.484,16.032,18.332,10.621,8.948,11.108,29,11.682,5.4014,17.103,16.785,14.442,14.496,13.333,7.8846,17.594,15.988,13.544,17.51,13.863,10.204,12.136,6.3802,9.749,20.819,7.5357,6.1633,23.745,10.565,20.27,17.417
12.734,15.357,18.486,18.518,8.7019,9.3559,10.26,28.691,12.09,5.7263,15.949,19.268,16.336,15.993,15.347,8.7314,14.124,14.924,15.869,15.9,12.749,10.65,12.861,6.9274,8.9278,19.387,7.6074,5.8585,19.816,11.281,19.921,17.746
11.523,12.804,13.837,14.352,8.6418,7.4929,11.058,26.533,12.13,6.5622,17.278,18.244,20.311,18.831,15.126,8.2403,14.713,14.854,11.656,14.431,14.138,10.914,11.123,6.551,10.099,19.213,7.9869,5.5973,20.201,10.882,19.786,18.155
11.789,12.921,13.522,13.646,7.7075,7.6523,9.1906,22.676,11.487,6.7644,15.39,19.472,16.611,17.713,16.049,8.1568,13.459,11.781,12.352,14.708,13.755,10.772,12.394,7.3353,14.016,14.838,9.1345,6.7913,15.491,9.7678,17.1,17.733
12.664,13.714,14.89,14.59,8.7249,7.5971,10.529,22.894,13.684,8.2604,18.87,25.671,23.124,18.663,15.327,10.159,14.843,13.54,14.946,16.269,14.909,10.423,12.205,6.7396,9.0799,15.765,8.6639,6.214,14.508,11.71,16.481,16.282
14.296,16.445,17.568,17.779,9.4227,9.9782,9.4866,23.385,13.255,7.7642,19.69,25.133,22.147,20.791,19.043,9.3849,16.955,14.264,20.284,21.445,15.501,10.508,16.344,8.0284,10.205,16.281,9.6851,6.2236,19.916,17.85,25.931,27.691
13.887,15.931,17.822,16.619,10.659,10.995,13.222,24.589,14.346,9.4018,20.709,25.349,19.429,17.102,17.521,10.313,17.517,15.008,17.137,20.503,16.121,11.608,17.272,10.155,16.422,17.996,15.071,10.154,28.751,22.427,30.962,27.934
22.743,28.572,30.214,25.681,13.987,14.658,14.872,32.467,15.752,9.5132,31.605,26.446,20.235,20.243,21.469,10.32,36.417,26.772,37.134,39.74,18.212,12.639,25.849,9.3736,16.355,26.765,10.899,8.6574,37.066,15.529,31.713,25.425
19.465,22.683,23.775,21.011,13.663,12.61,14.173,33.215,16.173,10.126,28.493,24.948,19.629,18.98,20.779,12.299,30.478,24.417,39.974,35.572,18.969,11.021,29.129,9.7261,12.964,21.638,10.554,8.2397,30.392,16.862,29.018,23.548
18.772,23.823,27.128,24.58,14.24,14.479,15.962,42.374,18.567,8.8433,36.508,26.584,23.934,22.072,20.215,9.8047,34.127,28.14,36.795,40.071,20.931,14.901,29.569,9.6453,20.201,28.364,12.045,8.3915,40.501,17.146,31.363,22.684
19.686,23.169,25.394,21.009,12.34,13.268,12.801,36.008,15.493,8.7393,26.512,29.228,27.969,25.69,25.286,13.907,24.856,20.062,24.723,31.263,20.914,15.688,20.902,8.9233,13.725,23.297,12.982,9.0453,26.262,20.381,28.855,26.605
12.724,14.899,16.969,15.696,10.204,10.336,9.6039,31.083,11.173,5.8928,20.343,17.222,18.098,15.821,15.325,9.6838,19.309,15.168,15.15,18.387,15.13,10.211,13.666,8.5055,9.8027,19.014,7.3458,6.7808,22.617,10.239,20.069,17.967
15.042,16.6,18.255,18.162,10.075,9.5201,10.671,30.637,12.292,7.3912,20.742,18.015,21.083,16.867,17.267,11.417,18.239,16.217,15.031,18.248,14.815,11.144,13.503,7.7327,10.06,19.546,8.3274,8.2237,22.136,10.643,21.626,19.232
13.378,16.08,17.076,15.632,10.176,9.0705,10.802,31.098,11.103,6.1114,23.236,16.267,15.186,15.32,15.642,8.3436,21.406,14.858,15.924,21.39,13.042,9.5344,15.56,6.408,12.671,19.736,8.3125,6.3574,27.746,9.9556,22.585,18.317
12.277,15.726,19.084,25.271,12.871,10.378,11.204,26.643,11.293,8.1152,17.838,18.726,16.427,16.419,15.635,7.7036,21.935,20.959,21.073,24.716,18.3,13.329,16.205,6.4962,10.69,18.853,7.7428,5.2266,20.834,13.199,20.527,19.138
