0.15806,-0.002481,0.12572,0.12041,0.144,0.054055,-0.031218,-0.090183,-0.078645,-0.18762,0.0035832,-0.31676,-0.028912,-0.092675
0.073495,0.0036809,0.019839,-0.12125,0.21763,0.095409,-0.011067,-0.18829,-0.028964,-0.19193,0.057839,-0.25114,-0.004539,-0.087046
0.12817,-0.084234,-0.0034827,-0.10184,0.26353,0.051906,-0.078228,-0.038134,-0.036548,-0.09351,0.088284,-0.20843,0.11219,-0.004469
0.23422,0.042839,0.010447,-0.086926,0.063197,0.0060326,-0.05833,-0.16199,-0.0079922,-0.22563,0.028156,-0.25285,0.066865,-0.029504
0.14148,-0.074363,0.041961,-0.14601,0.28969,-0.014777,-0.021528,-0.13163,0.0928,-0.095611,0.12027,-0.18491,0.22671,0.12447
0.14519,0.02012,0.11397,-0.12382,0.20405,0.016245,-0.077277,-0.16708,-0.032505,-0.21816,0.048543,-0.23836,0.080863,0.080831
0.12983,-0.094465,-0.0096575,-0.2084,0.25919,0.021512,-0.090024,-0.23622,-0.064,-0.1897,0.085183,-0.24559,0.21525,0.11097
0.093368,-0.026522,0.036325,-0.040266,0.22396,-0.024383,-0.10665,-0.15263,-0.022796,-0.1406,0.08027,-0.18898,0.15345,0.19483
0.20261,0.050912,0.24088,-0.13842,0.35286,0.035972,0.10238,-0.17279,-0.052905,-0.13763,-0.0065998,-0.28772,0.096024,0.14545
0.27817,0.10017,0.1786,-0.086554,0.39075,-0.033321,-0.0063968,-0.04835,-0.017256,-0.12579,0.044089,-0.31824,0.083828,-0.0067188
0.33643,0.13886,0.25872,0.052057,0.44583,0.15879,0.042008,-0.051159,-0.060617,-0.12212,0.1077,-0.26178,0.16754,0.065815
0.069158,0.017335,-0.046555,-0.050736,0.18741,0.13866,-0.098577,-0.16811,-0.063957,-0.13672,0.09364,-0.18508,0.049744,0.072725
0.04816,-0.0089852,0.027716,-0.053826,0.20338,0.044746,-0.025908,-0.22154,-0.02651,-0.075694,0.049497,-0.15891,-0.03118,0.050276
0.0056971,-0.052896,0.064741,-0.0095247,0.26711,0.094857,0.045546,-0.18598,-0.045928,-0.14906,-0.047758,-0.15298,-0.10628,0.047275
0.10851,-0.016271,0.017842,0.064642,0.21602,0.13143,0.00047207,-0.1896,-0.049893,-0.023503,0.075776,-0.074948,0.031297,0.056687
0.17336,0.08789,0.036972,-0.014336,0.12752,0.05638,-0.048458,-0.23881,-0.044618,-0.28777,0.063144,-0.23986,0.10812,0.03031
0.16431,0.049364,0.044057,-0.13884,0.15122,-0.020037,-0.065139,-0.16422,0.06588,-0.21574,0.16259,-0.22744,0.16791,0.091529
0.051749,-0.014295,-0.075178,-0.18452,0.15777,0.10068,-0.069442,-0.19351,0.011416,-0.22758,0.10814,-0.26148,0.098874,0.051963
0.12159,0.074105,0.021005,-0.0075145,0.195,0.1162,-0.045336,-0.16002,-0.079356,-0.20594,0.07798,-0.25275,-0.013087,-0.018286
0.066152,-0.046133,0.04201,0.0039693,0.23654,0.16585,0.20794,-0.20892,0.0019823,-0.11407,0.0032774,-0.33189,0.014493,0.00055063
0.079218,-0.0063692,0.044249,0.010834,0.23268,0.088689,-0.073882,-0.18441,-0.14138,-0.22463,-0.13069,-0.37347,-0.16774,-0.068119
0.085112,-0.071,0.099374,-0.06845,0.24184,0.054466,0.036487,-0.1791,-0.11014,-0.1556,0.0057103,-0.16944,0.078704,0.14231
0.11559,-0.029805,0.069959,-0.015201,0.22205,0.042604,0.10796,-0.1548,0.038444,0.024635,0.16259,-0.061163,0.22887,0.24052
0.23112,-0.032539,0.13617,-0.17016,0.27627,-0.050627,0.047498,-0.096265,-0.047098,-0.18211,0.079527,-0.2601,0.22095,0.11346
0.22051,0.036804,0.19879,-0.051083,0.39578,-0.10703,-0.044518,-0.21105,-0.10272,-0.21026,0.032251,-0.19339,0.19301,0.10742
0.29027,0.083085,0.19261,-0.080177,0.34259,0.022683,0.11722,-0.19806,-0.02622,-0.21305,0.051846,-0.21581,0.13436,0.013692
0.11606,-0.071888,0.10358,-0.0022688,0.22339,0.11944,0.034829,-0.21434,0.017203,-0.088169,-0.0047484,-0.17834,0.015585,0.017503
0.20559,0.0089647,0.040098,-0.018353,0.13873,0.00032608,0.010244,-0.2409,0.070067,-0.20669,0.052932,-0.25431,0.051632,0.063502
0.096052,-0.01168,-0.00020104,-0.1015,0.17301,0.050395,-0.029481,-0.221,0.053319,-0.19229,0.032491,-0.25725,0.012713,0.065497
0.2308,-0.039519,0.11216,-0.09032,0.26347,-0.032568,0.07964,-0.22352,0.019732,-0.14373,0.088466,-0.2407,0.1959,0.0891
0.28227,0.14266,0.12857,-0.15999,0.21919,0.017478,-0.023489,-0.17124,-0.2165,-0.18651,0.077463,-0.17312,0.11095,0.076458
0.17269,-0.062646,-0.085886,-0.34607,0.18942,0.020149,-0.031383,-0.074986,-0.036947,-0.14539,0.17614,-0.17616,0.29109,0.057548
0.046008,-0.049888,-0.036032,-0.19394,0.13935,0.090574,-0.015518,-0.1385,-0.080806,-0.17038,-0.023953,-0.21081,-0.072237,-0.011693
0.05708,-0.044949,0.0078765,0.077112,0.22409,0.145,0.078292,-0.13061,0.011977,-0.10802,-0.017823,-0.17419,-0.07706,0.010264
0.06351,0.018516,0.047301,-0.0061305,0.21895,0.074241,-0.0048746,-0.13364,-0.0092601,-0.066395,0.068522,-0.11431,-0.058823,0.023531
0.095891,-0.015982,0.080813,0.0519,0.29794,0.19092,0.066627,-0.071737,0.0064299,-0.15194,0.01321,-0.26955,-0.093912,-0.0089913
0.053223,-0.024475,0.036255,-0.015851,0.20473,0.094974,-0.06327,-0.14867,-0.10586,-0.14373,-0.10605,-0.21786,-0.25498,-0.10758
0.11023,-0.0045438,0.054759,0.045984,0.18911,0.14544,-0.085978,-0.17877,-0.10542,-0.21495,-0.039503,-0.30092,-0.13155,-0.095454
0.15151,-0.11853,-0.14504,-0.2439,0.24509,-0.092288,-0.09067,-0.19256,0.01191,-0.18996,0.04254,-0.27989,0.15467,-0.00050766
0.10113,-0.035474,0.065746,0.10929,0.32033,0.11938,0.18841,-0.19842,0.080349,-0.093041,-0.023764,-0.21565,-0.10473,-0.075849
0.24708,0.064955,0.21299,0.04701,0.37862,0.029697,0.11215,-0.044,0.062298,-0.037744,0.084053,-0.075148,0.13621,0.11541
0.43691,0.19498,0.34952,-0.020498,0.44574,-0.079275,0.12715,-0.044328,0.018883,-0.10125,0.043415,-0.24512,0.20625,0.10273
0.051784,-0.0075907,0.015217,-0.080917,0.18509,0.059711,-0.073715,-0.18014,-0.091818,-0.16137,0.027454,-0.19564,-0.13009,-0.023806
0.045082,-0.011824,-0.0011986,-0.025609,0.18256,0.19814,-0.0084154,-0.12737,-0.064467,-0.17018,-0.016435,-0.21028,-0.089037,0.038044
0.15363,-0.030906,0.081803,-0.066408,0.21212,0.14021,0.14366,-0.14809,-0.00031251,-0.035319,0.13076,-0.07483,0.16091,0.12189
0.11,0.021998,0.029165,-0.12864,0.15884,-0.014981,-0.043836,-0.21022,-0.025169,-0.16535,0.10246,-0.12776,0.092411,0.01414
0.19882,0.039891,0.038339,-0.052229,0.10519,0.020197,-0.051656,-0.24788,-0.034993,-0.17234,0.13988,-0.078827,0.16377,0.037857
0.11637,0.061457,0.095952,0.090612,0.19797,0.21578,0.17781,-0.20679,-0.028705,-0.11433,0.046339,-0.15434,0.017866,0.032177
0.082027,0.039046,0.042229,-0.029208,0.18069,0.19393,0.051454,-0.10554,-0.14144,-0.1496,0.014903,-0.096543,0.050783,0.11291
